Date,Currency,Description,Record,Bid,Ask
27/08/2004,USD,OIS USD  24M,USDOIS_24M,2.671,2.691
30/08/2004,USD,OIS USD  24M,USDOIS_24M,2.669,2.69
31/08/2004,USD,OIS USD  24M,USDOIS_24M,2.601,2.621
01/09/2004,USD,OIS USD  24M,USDOIS_24M,2.625,2.646
02/09/2004,USD,OIS USD  24M,USDOIS_24M,2.631,2.652
03/09/2004,USD,OIS USD  24M,USDOIS_24M,2.817,2.838
06/09/2004,USD,OIS USD  24M,USDOIS_24M,2.822,2.843
07/09/2004,USD,OIS USD  24M,USDOIS_24M,2.807,2.827
08/09/2004,USD,OIS USD  24M,USDOIS_24M,2.774,2.795
09/09/2004,USD,OIS USD  24M,USDOIS_24M,2.675,2.695
10/09/2004,USD,OIS USD  24M,USDOIS_24M,2.689,2.709
13/09/2004,USD,OIS USD  24M,USDOIS_24M,2.684,2.705
14/09/2004,USD,OIS USD  24M,USDOIS_24M,2.679,2.699
15/09/2004,USD,OIS USD  24M,USDOIS_24M,2.695,2.716
16/09/2004,USD,OIS USD  24M,USDOIS_24M,2.69,2.711
17/09/2004,USD,OIS USD  24M,USDOIS_24M,2.676,2.697
20/09/2004,USD,OIS USD  24M,USDOIS_24M,2.654,2.675
21/09/2004,USD,OIS USD  24M,USDOIS_24M,2.679,2.699
22/09/2004,USD,OIS USD  24M,USDOIS_24M,2.666,2.687
23/09/2004,USD,OIS USD  24M,USDOIS_24M,2.662,2.682
24/09/2004,USD,OIS USD  24M,USDOIS_24M,2.79,2.81
27/09/2004,USD,OIS USD  24M,USDOIS_24M,2.745,2.765
28/09/2004,USD,OIS USD  24M,USDOIS_24M,2.74,2.76
29/09/2004,USD,OIS USD  24M,USDOIS_24M,2.799,2.82
30/09/2004,USD,OIS USD  24M,USDOIS_24M,2.829,2.85
01/10/2004,USD,OIS USD  24M,USDOIS_24M,2.827,2.848
04/10/2004,USD,OIS USD  24M,USDOIS_24M,2.845,2.866
05/10/2004,USD,OIS USD  24M,USDOIS_24M,2.815,2.836
06/10/2004,USD,OIS USD  24M,USDOIS_24M,2.843,2.863
07/10/2004,USD,OIS USD  24M,USDOIS_24M,2.92,2.941
08/10/2004,USD,OIS USD  24M,USDOIS_24M,2.77,2.791
