Date,Currency,Description,Record,Bid,Ask
19/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0775,0.1375
22/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0775,0.1375
23/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.115,0.175
24/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1275,0.1875
25/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.14,0.2
26/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.125,0.185
29/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1225,0.1825
30/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.125,0.185
31/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.125,0.185
01/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1025,0.1625
02/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.11,0.17
05/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0975,0.1575
06/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0975,0.1575
07/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.095,0.155
08/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.085,0.145
09/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0825,0.1425
12/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.085,0.145
13/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.09,0.15
14/11/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.08,0.14
