Date,Currency,Description,Record,Bid,Ask,Mid
07/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.405,4.435,
08/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.395,4.425,
09/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.46,4.49,
10/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.395,4.425,
13/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.45,4.48,
14/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.51,4.54,
15/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.55,4.58,
16/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.56,4.59,
17/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.635,4.665,
20/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.645,4.675,
21/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.585,4.615,
22/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.695,4.725,
23/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.735,4.765,
24/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.765,4.795,
27/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.795,4.825,
28/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.82,4.85,
29/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.82,4.85,
30/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.82,4.85,
31/10/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.795,4.825,
03/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.905,4.935,
04/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.86,4.89,
05/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.825,4.855,
06/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.865,4.895,
07/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.835,4.865,
10/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.775,4.805,
11/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.755,4.785,
12/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.735,4.765,
13/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.71,4.74,
14/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.7,4.73,
17/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.675,4.705,
18/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.665,4.695,
19/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.695,4.725,
20/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.705,4.735,
21/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.67,4.7,
24/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.775,4.805,
25/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.795,4.825,
26/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.78,4.81,
27/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.83,4.86,
28/11/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.83,4.86,
01/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.855,4.885,
02/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.83,4.86,
03/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.785,4.815,
04/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.76,4.79,
05/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.655,4.685,
08/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.65,4.68,
09/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.69,4.72,
10/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.665,4.695,
11/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.69,4.72,
12/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.555,4.585,
15/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.58,4.61,
16/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.5,4.53,
17/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.505,4.535,
18/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.495,4.525,
19/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.535,4.565,
22/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.54,4.57,
24/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.535,4.565,
25/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.54,4.57,
26/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.54,4.57,
29/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.555,4.585,
30/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.585,4.615,
31/12/2003,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.565,4.595,
01/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.57,4.6,
02/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.68,4.71,
05/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.685,4.705,
06/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.66,4.68,
07/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.665,4.685,
08/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.61,4.63,
09/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.475,4.495,
12/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.445,4.465,
13/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.43,4.45,
14/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.465,4.485,
15/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.515,4.535,
16/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.505,4.525,
19/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.495,4.515,
20/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.525,4.545,
21/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.545,4.565,
22/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.55,4.57,
23/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.615,4.635,
26/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.66,4.68,
27/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.635,4.655,
28/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.65,4.67,
29/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.735,4.755,
30/01/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.725,4.745,
02/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.715,4.735,
03/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.665,4.685,
04/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.66,4.68,
05/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.68,4.7,
06/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.635,4.655,
09/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.595,4.615,
10/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.605,4.625,
11/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.54,4.56,
12/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.575,4.595,
13/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.555,4.575,
16/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.555,4.575,
17/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.54,4.56,
18/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.545,4.565,
19/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.63,4.65,
20/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.655,4.675,
23/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.665,4.685,
25/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.59,4.61,
26/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.63,4.65,
27/02/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.615,4.635,
01/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.715,4.735,
02/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.74,4.76,
03/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.765,4.67,
04/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.74,4.76,
05/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.65,4.67,
08/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.61,4.63,
09/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.595,4.615,
10/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.63,4.65,
11/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.595,4.615,
12/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.565,4.585,
15/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.57,4.59,
16/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.615,4.635,
17/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.64,4.66,
18/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.655,4.675,
19/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.705,4.725,
22/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.7,4.72,
23/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.71,4.73,
24/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.69,4.71,
25/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.68,4.7,
26/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.695,4.715,
29/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.775,4.795,
30/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.77,4.79,
31/03/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.78,4.8,
01/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.805,4.825,
02/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.945,4.965,
05/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.93,4.95,
06/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.905,4.925,
07/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.9,4.92,
08/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.855,4.875,
09/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.85,4.87,
12/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.845,4.865,
13/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.915,4.935,
14/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.915,4.935,
15/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.92,4.94,
16/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.905,4.925,
19/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.93,4.95,
20/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.905,4.925,
21/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.915,4.935,
22/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.88,4.9,
23/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.89,4.91,
26/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.955,4.975,
27/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.96,4.98,
28/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.965,4.985,
29/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.97,4.99,
30/04/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.955,4.975,
03/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.955,4.975,
04/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.925,4.945,
05/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.92,4.94,
06/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5,5.02,
07/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.095,5.115,
10/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.12,5.14,
11/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.075,5.095,
12/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.11,5.13,
13/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.185,5.205,
14/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.155,5.175,
17/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.13,5.15,
18/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.165,5.185,
19/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.255,5.275,
20/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.275,5.295,
24/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.31,5.33,
25/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.295,5.315,
26/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.275,5.295,
27/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.28,5.3,
28/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.34,5.36,
31/05/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.31,5.33,
01/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.38,5.4,
02/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.41,5.43,
03/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.405,5.425,
04/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.425,5.445,
07/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.425,5.445,
08/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.42,5.44,
09/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.445,5.465,
10/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.415,5.435,
11/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.43,5.45,
14/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.49,5.51,
15/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.405,5.425,
16/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.42,5.44,
17/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.48,5.5,
18/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.42,5.44,
21/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.395,5.415,
22/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.415,5.435,
23/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.33,5.35,
24/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.305,5.325,
25/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.31,5.33,
28/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.33,5.35,
29/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.315,5.335,
30/06/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.24,5.26,
01/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.275,5.295,
02/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.225,5.245,
05/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.26,5.28,
06/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.28,5.3,
07/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.265,5.285,
08/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.245,5.265,
09/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.26,5.28,
12/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.265,5.285,
13/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.31,5.33,
14/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.285,5.305,
15/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.285,5.305,
16/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.175,5.195,
19/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.185,5.205,
20/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.19,5.21,
21/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.28,5.3,
22/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.32,5.34,
23/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.345,5.365,
26/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.355,5.375,
27/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.38,5.4,
28/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.36,5.38,
29/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.385,5.405,
30/07/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.33,5.35,
02/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.345,5.365,
03/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.36,5.38,
04/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.34,5.36,
05/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.245,5.265,
06/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.155,5.175,
09/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.185,5.205,
10/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.185,5.205,
11/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.205,5.225,
12/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.17,5.19,
13/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.155,5.175,
16/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.2,5.22,
17/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.18,5.2,
18/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.14,5.16,
19/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.145,5.165,
20/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.145,5.165,
23/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.19,5.21,
24/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.21,5.23,
25/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.15,5.17,
26/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.17,5.19,
27/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.135,5.155,
30/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.125,5.145,
31/08/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.08,5.1,
01/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.06,5.08,
02/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.085,5.105,
03/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.145,5.165,
06/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.105,5.125,
07/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.125,5.145,
08/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.115,5.135,
09/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.08,5.1,
10/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.05,5.07,
13/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.07,5.09,
14/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.05,5.07,
15/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.085,5.105,
16/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.135,5.155,
17/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.1,5.12,
20/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.1,5.12,
21/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.075,5.095,
22/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.03,5.05,
23/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.045,5.065,
24/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.065,5.085,
27/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.03,5.05,
28/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.03,5.05,
29/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.965,4.985,
30/09/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.975,4.995,
01/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.985,5.005,
04/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,5.02,5.04,
05/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.99,5.01,
06/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.98,5,
07/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.995,5.015,
08/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.93,4.95,
11/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.935,4.955,
12/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.875,4.895,
13/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.89,4.91,
14/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.885,4.905,
15/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.9,4.92,
18/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.86,4.88,
19/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.88,4.9,
20/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.81,4.83,
21/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.84,4.86,
22/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.805,4.825,
25/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.775,4.795,
26/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.79,4.81,
27/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.84,4.86,
28/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.875,4.895,
29/10/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.85,4.87,
01/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.845,4.865,
02/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.925,4.945,
03/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.925,4.945,
04/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.895,4.915,
05/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.95,4.97,
08/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.95,4.97,
09/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.935,4.955,
10/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.88,4.9,
11/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.825,4.845,
12/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.79,4.81,
15/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.78,4.8,
16/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.805,4.825,
17/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.82,4.84,
18/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.865,4.885,
19/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.86,4.88,
22/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.82,4.84,
23/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.78,4.8,
24/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.775,4.795,
25/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.72,4.74,
26/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.69,4.71,
29/11/2004,GBP,OIS GBP SONIA 2Y ,GBPOIS_2Y,4.695,4.715,
