Date,Currency,Description,Record,Bid,Ask,Mid
17/02/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.09,6.12,
18/02/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.06,6.09,
21/02/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.04,6.07,
22/02/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.04,6.07,
23/02/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.08,6.11,
24/02/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.07,6.1,
25/02/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.08,6.11,
28/02/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.09,6.12,
29/02/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.07,6.1,
01/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.03,6.06,
02/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.07,6.1,
03/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.04,6.07,
06/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.04,6.07,
07/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.07,6.1,
08/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.07,6.1,
09/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.04,6.07,
10/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.01,6.04,
13/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.98,6.01,
14/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.99,6.02,
15/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6,6.03,
16/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6,6.03,
17/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.03,6.06,
20/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.03,6.06,
21/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.01,6.04,
22/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.02,6.05,
23/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6,6.03,
24/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.98,6.01,
27/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.03,6.06,
28/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.03,6.06,
29/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.03,6.06,
30/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.06,6.09,
31/03/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.05,6.08,
03/04/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.07,6.1,
04/04/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.1,6.13,
05/04/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.1,6.13,
06/04/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.05,6.08,
07/04/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.06,6.09,
10/04/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.06,6.09,
11/04/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.01,6.04,
13/04/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.98,6.01,
14/04/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.02,6.02,
17/04/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.02,6.05,
18/04/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.04,6.07,
19/04/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.07,6.1,
20/04/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.13,6.16,
21/04/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.13,6.16,
24/04/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.13,6.16,
25/04/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.14,6.17,
09/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.06,6.09,
10/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.05,6.08,
11/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.11,6.14,
12/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.14,6.17,
15/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.11,6.14,
16/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.07,6.1,
17/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.02,6.05,
18/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.99,6.02,
19/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.98,6.01,
22/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.01,6.04,
23/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.02,6.05,
24/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.99,6.02,
25/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6,6.03,
26/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.01,6.04,
29/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.02,6.05,
30/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.03,6.06,
31/05/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.04,6.07,
01/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.02,6.05,
02/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.02,6.05,
05/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6,6.03,
06/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.97,6,
07/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.97,6,
08/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.01,6.04,
09/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.99,6.02,
12/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6,6.03,
13/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6,6.03,
14/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.97,6,
15/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.97,6,
16/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.95,5.98,
19/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.94,5.97,
20/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.95,5.98,
21/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.97,6,
22/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.97,6,
23/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.01,6.04,
26/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.97,6,
27/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.97,6,
28/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.98,6.01,
29/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.95,5.98,
30/06/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.93,5.96,
03/07/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.93,5.96,
04/07/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.95,5.98,
05/07/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.91,5.94,
02/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.04,6.07,
03/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.98,6.01,
04/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.97,6,
07/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.98,6.01,
08/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.98,6.01,
09/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.97,6,
10/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.96,5.99,
11/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.98,6.01,
14/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6,6.03,
15/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.96,5.99,
16/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.98,6.01,
17/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.99,6.02,
18/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.99,6.02,
21/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.99,6.02,
22/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.02,6.02,
23/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.97,6,
24/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.97,6,
25/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.99,6.02,
29/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.04,6.07,
30/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.02,6.05,
31/08/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.02,6.05,
01/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.01,6.04,
04/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.01,6.04,
05/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,6.03,6.06,
06/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.99,6.02,
07/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.97,6,
08/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.99,6.02,
11/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.99,6.02,
12/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.99,6.02,
13/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.97,6,
14/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.98,6.01,
15/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.95,5.98,
18/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.94,5.97,
19/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.95,5.98,
20/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.95,5.98,
21/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.96,5.99,
22/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.94,5.97,
25/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.92,5.95,
26/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.92,5.95,
27/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.95,5.98,
28/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.92,5.95,
29/09/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.91,5.94,
02/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.89,5.92,
03/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.91,5.94,
04/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.92,5.95,
05/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.9,5.93,
06/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.9,5.93,
09/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.91,5.94,
10/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.94,5.97,
11/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.9,5.93,
12/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.88,5.91,
13/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.87,5.9,
16/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.89,5.92,
17/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.89,5.92,
18/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.87,5.9,
19/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.88,5.91,
20/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.87,5.9,
23/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.9,5.93,
24/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.9,5.93,
25/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.89,5.92,
26/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.88,5.91,
27/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.89,5.92,
30/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.89,5.92,
31/10/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.89,5.92,
01/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.88,5.91,
02/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.86,5.89,
03/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.86,5.89,
06/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.86,5.89,
07/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.86,5.89,
08/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.86,5.89,
09/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.85,5.88,
10/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.84,5.87,
13/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.84,5.87,
14/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.83,5.86,
15/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.8,5.83,
16/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.81,5.84,
17/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.81,5.84,
20/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.81,5.84,
21/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.83,5.86,
22/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.8,5.83,
23/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.82,5.85,
24/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.81,5.84,
27/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.81,5.84,
28/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.79,5.82,
29/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.81,5.84,
30/11/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.79,5.82,
01/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.81,5.84,
04/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.8,5.83,
05/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.79,5.82,
06/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.79,5.82,
07/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.81,5.84,
08/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.81,5.84,
11/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.81,5.84,
12/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.82,5.85,
13/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.81,5.84,
14/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.82,5.85,
15/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.83,5.86,
19/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.82,5.85,
20/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.76,5.79,
21/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.69,5.72,
22/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.72,5.75,
27/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.77,5.8,
28/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.77,5.8,
29/12/2000,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.72,5.75,
15/01/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.76,5.79,
16/01/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.7,5.73,
17/01/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.71,5.74,
18/01/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.69,5.72,
19/01/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.7,5.73,
22/01/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.68,5.71,
23/01/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.67,5.7,
24/01/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.64,5.67,
26/01/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.59,5.62,
29/01/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.59,5.61,
30/01/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.59,5.62,
31/01/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.57,5.6,
01/02/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.63,5.66,
02/02/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.62,5.65,
05/02/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.62,5.65,
06/02/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.61,5.64,
07/02/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.59,5.62,
08/02/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.62,5.65,
09/02/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.59,5.62,
12/02/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.57,5.6,
13/02/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.55,5.58,
14/02/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.59,5.62,
15/02/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.6,5.63,
16/02/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.59,5.62,
21/03/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.35,5.38,
22/03/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.32,5.35,
23/03/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.31,5.34,
26/03/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.33,5.36,
27/03/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.37,5.4,
28/03/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.36,5.39,
29/03/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.38,5.41,
30/03/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.36,5.39,
02/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.32,5.35,
03/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.32,5.35,
04/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.3,5.33,
05/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.29,5.32,
06/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.25,5.28,
09/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.26,5.29,
10/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.23,5.26,
11/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.24,5.27,
12/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.22,5.25,
13/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.42,5.45,
16/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.23,5.26,
17/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.26,5.29,
18/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.2,5.23,
19/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.17,5.2,
20/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.15,5.18,
23/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.16,5.19,
24/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.18,5.21,
25/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.15,5.18,
26/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.15,5.18,
27/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.16,5.19,
30/04/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.19,5.22,
01/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.16,5.19,
02/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.15,5.18,
03/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.12,5.15,
04/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.08,5.11,
07/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.05,5.08,
08/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.05,5.08,
09/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.05,5.08,
10/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.06,5.09,
11/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.07,5.1,
14/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.07,5.1,
15/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.07,5.1,
16/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.03,5.06,
17/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5,5.03,
18/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.03,5.06,
21/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.06,5.09,
22/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.01,5.04,
23/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.01,5.04,
24/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.06,5.09,
25/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.06,5.09,
28/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.07,5.1,
29/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.07,5.1,
30/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.09,5.12,
31/05/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.07,5.1,
01/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.06,5.09,
04/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.07,5.1,
05/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.08,5.11,
06/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.08,5.11,
07/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.09,5.12,
08/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.1,5.13,
11/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.12,5.15,
12/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.18,5.21,
13/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.16,5.19,
14/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.09,5.12,
15/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.09,5.12,
18/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.09,5.12,
19/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.13,5.16,
20/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.12,5.15,
21/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.12,5.15,
22/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.09,5.12,
25/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.09,5.12,
26/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.12,5.15,
27/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.12,5.15,
28/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.15,5.18,
29/06/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.15,5.18,
02/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.18,5.21,
03/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.18,5.21,
04/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.18,5.21,
05/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.16,5.19,
06/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.13,5.16,
09/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.15,5.18,
10/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.14,5.17,
11/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.15,5.18,
12/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.12,5.15,
13/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.12,5.15,
16/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.13,5.16,
17/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.09,5.12,
18/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.07,5.1,
19/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.08,5.11,
20/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.09,5.12,
23/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.1,5.13,
24/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.11,5.14,
25/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.11,5.14,
26/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.1,5.13,
27/07/2001,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,5.11,5.14,
